"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"1974",47,"Special Achievement Award (Visual Effects)",1,"Earthquake",NA,"Frank Brendel, Glen Robinson, Albert Whitlock",NA,NA,NA,NA
"1974",47,"Actor",1,"Art Carney",NA,"Harry and Tonto",NA,"tt0071598","1974","115 min"
"1974",47,"Documentary (Feature)",1,"Peter Davis and Bert Schneider, Producers",NA,"Hearts and Minds",NA,"tt0071604","1974","112 min"
"1974",47,"Actress in a Supporting Role",1,"Ingrid Bergman",NA,"Murder on the Orient Express",NA,"tt0071877","1974","128 min"
"1974",47,"Short Film (Live Action)",1,"Paul Claudon and Edmond Sechan, Producers",NA,"One-Eyed Men Are Kings",NA,"tt0071943","1974","15 min"
"1974",47,"Costume Design",1,"Theoni V. Aldredge",NA,"The Great Gatsby",NA,"tt1343092","2013","143 min"
"1974",47,"Costume Design",1,"Theoni V. Aldredge",NA,"The Great Gatsby",NA,"tt0071577","1974","144 min"
"1974",47,"Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation)",1,"Adaptation Score by Nelson Riddle",NA,"The Great Gatsby",NA,"tt1343092","2013","143 min"
"1974",47,"Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation)",1,"Adaptation Score by Nelson Riddle",NA,"The Great Gatsby",NA,"tt0071577","1974","144 min"
"1974",47,"Cinematography",1,"Fred Koenekamp, Joseph Biroc",NA,"The Towering Inferno",NA,"tt0072308","1974","165 min"
"1974",47,"Film Editing",1,"Harold F. Kress, Carl Kress",NA,"The Towering Inferno",NA,"tt0072308","1974","165 min"
"1974",47,"Music (Song)",1,"Music and Lyrics by Al Kasha and Joel Hirschhorn","""We May Never Love Like This Again""","The Towering Inferno",NA,"tt0072308","1974","165 min"
"1975",48,"Special Achievement Award (Visual Effects)",1,"The Hindenburg",NA,"Albert Whitlock, Glen Robinson",NA,NA,NA,NA
"1975",48,"Short Film (Live Action)",1,"Bert Salzman, Producer",NA,"Angel and Big Joe",NA,"tt0072646","1976","27 min"
"1975",48,"Art Direction",1,"Art Direction: Ken Adam, Roy Walker; Set Decoration: Vernon Dixon",NA,"Barry Lyndon",NA,"tt0072684","1975","185 min"
"1975",48,"Cinematography",1,"John Alcott",NA,"Barry Lyndon",NA,"tt0072684","1975","185 min"
"1975",48,"Costume Design",1,"Ulla-Britt Soderlund, Milena Canonero",NA,"Barry Lyndon",NA,"tt0072684","1975","185 min"
"1975",48,"Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation)",1,"Adaptation Score by Leonard Rosenman",NA,"Barry Lyndon",NA,"tt0072684","1975","185 min"
"1975",48,"Foreign Language Film",1,"Union of Soviet Socialist Republics",NA,"Dersu Uzala",NA,"tt0071411","1975","142 min"
"1975",48,"Writing (Original Screenplay)",1,"Frank Pierson",NA,"Dog Day Afternoon",NA,"tt0072890","1975","125 min"
"1975",48,"Short Film (Animated)",1,"Bob Godfrey, Producer",NA,"Great",NA,NA,NA,NA
"1975",48,"Film Editing",1,"Verna Fields",NA,"Jaws",NA,"tt0073195","1975","124 min"
"1975",48,"Music (Original Score)",1,"John Williams",NA,"Jaws",NA,"tt0073195","1975","124 min"
"1975",48,"Sound",1,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",NA,"Jaws",NA,"tt0073195","1975","124 min"
"1975",48,"Music (Original Song)",1,"Music and Lyrics by Keith Carradine","""I'm Easy""","Nashville",NA,"tt0073440","1975","160 min"
"1975",48,"Special Achievement Award (Sound Effects)",1,"The Hindenburg",NA,"Peter Berkos",NA,NA,NA,NA
"1975",48,"Actress in a Supporting Role",1,"Lee Grant",NA,"Shampoo",NA,"tt0073692","1975","110 min"
"1975",48,"Documentary (Short Subject)",1,"Claire Wilbur and Robin Lehman, Producers",NA,"The End of the Game",NA,"tt0072939","1976","29 min"
"1975",48,"Documentary (Feature)",1,"F. R. Crawley, James Hager and Dale Hartleben, Producers",NA,"The Man Who Skied down Everest",NA,NA,NA,NA
"1975",48,"Actor in a Supporting Role",1,"George Burns",NA,"The Sunshine Boys",NA,"tt0073766","1975","111 min"
"1976",49,"Music (Original Song)",1,"Music by Barbra Streisand; Lyrics by Paul Williams","""Evergreen (Love Theme From A Star Is Born)""","A Star Is Born",NA,"tt1517451","2018","136 min"
"1976",49,"Music (Original Song)",1,"Music by Barbra Streisand; Lyrics by Paul Williams","""Evergreen (Love Theme From A Star Is Born)""","A Star Is Born",NA,"tt0075265","1976","139 min"
"1976",49,"Music (Original Song)",1,"Music by Barbra Streisand; Lyrics by Paul Williams","""Evergreen (Love Theme From A Star Is Born)""","A Star Is Born",NA,"tt0029606","1937","111 min"
"1976",49,"Actor in a Supporting Role",1,"Jason Robards",NA,"All the President's Men",NA,"tt0074119","1976","138 min"
"1976",49,"Art Direction",1,"Art Direction: George Jenkins; Set Decoration: George Gaines",NA,"All the President's Men",NA,"tt0074119","1976","138 min"
"1976",49,"Sound",1,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",NA,"All the President's Men",NA,"tt0074119","1976","138 min"
"1976",49,"Writing (Screenplay, Based on Material from Another Medium)",1,"William Goldman",NA,"All the President's Men",NA,"tt0074119","1976","138 min"
"1976",49,"Foreign Language Film",1,"Ivory Coast",NA,"Black and White in Color",NA,"tt0074972","1976","90 min"
"1976",49,"Cinematography",1,"Haskell Wexler",NA,"Bound for Glory",NA,"tt0074235","1976","147 min"
"1976",49,"Music (Original Song Score and Its Adaptation or Adaptation Score)",1,"Adaptation Score by Leonard Rosenman",NA,"Bound for Glory",NA,"tt0074235","1976","147 min"
"1976",49,"Special Achievement Award (Visual Effects)",1,"King Kong",NA,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",NA,NA,NA,NA
"1976",49,"Costume Design",1,"Danilo Donati",NA,"Fellini's Casanova",NA,"tt0074291","1976","155 min"
"1976",49,"Documentary (Feature)",1,"Barbara Kopple, Producer",NA,"Harlan County, U.S.A.",NA,NA,NA,NA
"1976",49,"Short Film (Live Action)",1,"Andre Guttfreund and Peter Werner, Producers",NA,"In the Region of Ice",NA,"tt0074675","1976","37 min"
"1976",49,"Special Achievement Award (Visual Effects)",1,"Logan's Run",NA,"L. B. Abbott, Glen Robinson, Matthew Yuricich",NA,NA,NA,NA
"1976",49,"Short Film (Animated)",1,"Suzanne Baker, Producer",NA,"Leisure",NA,"tt0074787","1976","14 min"
"1976",49,"Actor in a Leading Role",1,"Peter Finch",NA,"Network",NA,"tt0074958","1976","121 min"
"1976",49,"Actress in a Leading Role",1,"Faye Dunaway",NA,"Network",NA,"tt0074958","1976","121 min"
"1976",49,"Actress in a Supporting Role",1,"Beatrice Straight",NA,"Network",NA,"tt0074958","1976","121 min"
"1976",49,"Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced)",1,"Paddy Chayefsky",NA,"Network",NA,"tt0074958","1976","121 min"
"1976",49,"Documentary (Short Subject)",1,"Lynne Littman, Producer",NA,"Number Our Days",NA,"tt0074987","1976","28 min"
"1976",49,"Best Picture",1,"Irwin Winkler and Robert Chartoff, Producers",NA,"Rocky",NA,"tt0075148","1976","120 min"
"1976",49,"Directing",1,"John G. Avildsen",NA,"Rocky",NA,"tt0075148","1976","120 min"
"1976",49,"Film Editing",1,"Richard Halsey, Scott Conrad",NA,"Rocky",NA,"tt0075148","1976","120 min"
"1976",49,"Music (Original Score)",1,"Jerry Goldsmith",NA,"The Omen",NA,"tt0075005","1976","111 min"
"1977",50,"Music (Original Song Score and Its Adaptation or Adaptation Score)",1,"Adaptation Score by Jonathan Tunick",NA,"A Little Night Music",NA,"tt0076319","1977","124 min"
"1977",50,"Cinematography",1,"Vilmos Zsigmond",NA,"Close Encounters of the Third Kind",NA,"tt0075860","1977","138 min"
"1977",50,"Special Achievement Award (Sound Effects Editing)",1,"Close Encounters of the Third Kind",NA,"Frank E. Warner",NA,NA,NA,NA
"1977",50,"Documentary (Short Subject)",1,"John Joseph and Jan Stussy, Producers",NA,"Gravity Is My Enemy",NA,"tt0076105","1977","26 min"
"1977",50,"Short Film (Live Action)",1,"Beverly Shaffer and Yuki Yoshida, Producers",NA,"I'll Find a Way",NA,"tt0076173","1977","26 min"
"1977",50,"Actor in a Supporting Role",1,"Jason Robards",NA,"Julia",NA,"tt0076245","1977","117 min"
"1977",50,"Actress in a Supporting Role",1,"Vanessa Redgrave",NA,"Julia",NA,"tt0076245","1977","117 min"
"1977",50,"Writing (Screenplay, Based on Material from Another Medium)",1,"Alvin Sargent",NA,"Julia",NA,"tt0076245","1977","117 min"
"1977",50,"Foreign Language Film",1,"France",NA,"Madame Rosa",NA,"tt0076348","1977","105 min"
"1977",50,"Actor in a Leading Role",1,"Richard Dreyfuss",NA,"The Goodbye Girl",NA,"tt0076095","1977","111 min"
"1977",50,"Short Film (Animated)",1,"Co Hoedeman, Producer",NA,"The Sand Castle",NA,"tt0075847","1977","13 min"
"1977",50,"Documentary (Feature)",1,"John Korty, Dan McCann and Warren L. Lockhart, Producers",NA,"Who Are the DeBolts? And Where Did They Get Nineteen Kids?",NA,NA,NA,NA
"1977",50,"Music (Original Song)",1,"Music and Lyrics by Joseph Brooks","""You Light Up My Life""","You Light Up My Life",NA,"tt0076941","1977","90 min"
"1978",51,"Actress in a Supporting Role",1,"Maggie Smith",NA,"California Suite",NA,"tt0077289","1978","103 min"
"1978",51,"Actor in a Leading Role",1,"Jon Voight",NA,"Coming Home",NA,"tt0077362","1978","127 min"
"1978",51,"Actress in a Leading Role",1,"Jane Fonda",NA,"Coming Home",NA,"tt0077362","1978","127 min"
"1978",51,"Writing (Screenplay Written Directly for the Screen)",1,"Story by Nancy Dowd; Screenplay by Waldo Salt, Robert C. Jones",NA,"Coming Home",NA,"tt0077362","1978","127 min"
"1978",51,"Cinematography",1,"Nestor Almendros",NA,"Days of Heaven",NA,"tt0077405","1978","94 min"
"1978",51,"Costume Design",1,"Anthony Powell",NA,"Death on the Nile",NA,"tt0077413","1978","140 min"
"1978",51,"Foreign Language Film",1,"France",NA,"Get Out Your Handkerchiefs",NA,"tt0078122","1978","108 min"
"1978",51,"Art Direction",1,"Art Direction: Paul Sylbert, Edwin O'Donovan; Set Decoration: George Gaines",NA,"Heaven Can Wait",NA,"tt0077663","1978","101 min"
"1978",51,"Special Achievement Award (Visual Effects)",1,"Superman",NA,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",NA,NA,NA,NA
"1978",51,"Music (Original Score)",1,"Giorgio Moroder",NA,"Midnight Express",NA,"tt0077928","1978","121 min"
"1978",51,"Writing (Screenplay Based on Material from Another Medium)",1,"Oliver Stone",NA,"Midnight Express",NA,"tt0077928","1978","121 min"
"1978",51,"Documentary (Feature)",1,"Arnold Shapiro, Producer",NA,"Scared Straight!",NA,"tt0078205","1978","96 min"
"1978",51,"Short Film (Animated)",1,"Eunice Macaulay and John Weldon, Producers",NA,"Special Delivery",NA,"tt0206312","1978","7 min"
"1978",51,"Short Film (Live Action)",1,"Taylor Hackford, Producer",NA,"Teenage Father",NA,"tt0078372","1978","25 min"
"1978",51,"Music (Original Song)",1,"Music and Lyrics by Paul Jabara","""Last Dance""","Thank God It's Friday",NA,"tt0078382","1978","89 min"
"1978",51,"Music (Adaptation Score)",1,"Joe Renzetti",NA,"The Buddy Holly Story",NA,"tt0077280","1978","114 min"
"1978",51,"Documentary (Short Subject)",1,"Jacqueline Phillips Shedd and Ben Shedd, Producers",NA,"The Flight of the Gossamer Condor",NA,"tt0077564","1978","27 min"
"1979",52,"Music (Original Score)",1,"Georges Delerue",NA,"A Little Romance",NA,"tt0079477","1979","110 min"
"1979",52,"Special Achievement Award (Sound Editing)",1,"The Black Stallion",NA,"Alan Splet",NA,NA,NA,NA
"1979",52,"Visual Effects",1,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",NA,"Alien",NA,"tt0078748","1979","117 min"
"1979",52,"Art Direction",1,"Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink",NA,"All That Jazz",NA,"tt0078754","1979","123 min"
"1979",52,"Costume Design",1,"Albert Wolsky",NA,"All That Jazz",NA,"tt0078754","1979","123 min"
"1979",52,"Film Editing",1,"Alan Heim",NA,"All That Jazz",NA,"tt0078754","1979","123 min"
"1979",52,"Music (Original Song Score and Its Adaptation -Or- Adaptation Score)",1,"Adaptation Score by Ralph Burns",NA,"All That Jazz",NA,"tt0078754","1979","123 min"
"1979",52,"Cinematography",1,"Vittorio Storaro",NA,"Apocalypse Now",NA,"tt0078788","1979","147 min"
"1979",52,"Sound",1,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",NA,"Apocalypse Now",NA,"tt0078788","1979","147 min"
"1979",52,"Actor in a Supporting Role",1,"Melvyn Douglas",NA,"Being There",NA,"tt0078841","1979","130 min"
"1979",52,"Documentary (Feature)",1,"Ira Wohl, Producer",NA,"Best Boy",NA,"tt0078850","1979","111 min"
"1979",52,"Short Film (Live Action)",1,"Sarah Pillsbury and Ron Ellis, Producers",NA,"Board and Care",NA,"tt0078885","1980","27 min"
"1979",52,"Writing (Screenplay Written Directly for the Screen)",1,"Steve Tesich",NA,"Breaking Away",NA,"tt0078902","1979","101 min"
"1979",52,"Short Film (Animated)",1,"Derek Lamb, Producer",NA,"Every Child",NA,"tt0079126","1979","6 min"
"1979",52,"Music (Original Song)",1,"Music by David Shire; Lyric by Norman Gimbel","""It Goes Like It Goes""","Norma Rae",NA,"tt0079638","1979","114 min"
"1979",52,"Actress in a Leading Role",1,"Sally Field",NA,"Norma Rae",NA,"tt0079638","1979","114 min"
"1979",52,"Documentary (Short Subject)",1,"Saul J. Turell, Producer",NA,"Paul Robeson: Tribute to an Artist",NA,"tt0079704","1979","30 min"
"1979",52,"Foreign Language Film",1,"Federal Republic of Germany",NA,"The Tin Drum",NA,"tt0078875","1979","142 min"
"1980",53,"Actress in a Leading Role",1,"Sissy Spacek",NA,"Coal Miner's Daughter",NA,"tt0080549","1980","124 min"
"1980",53,"Music (Original Song)",1,"Music by Michael Gore; Lyric by Dean Pitchford","""Fame""","Fame",NA,"tt0080716","1980","134 min"
"1980",53,"Music (Original Score)",1,"Michael Gore",NA,"Fame",NA,"tt0080716","1980","134 min"
"1980",53,"Documentary (Feature)",1,"Murray Lerner, Producer",NA,"From Mao to Mozart: Isaac Stern in China",NA,"tt0080762","1979","84 min"
"1980",53,"Documentary (Short Subject)",1,"Roland Hallé and Peter W. Ladue, Producers",NA,"Karl Hess: Toward Liberty",NA,"tt0080987","1980","26 min"
"1980",53,"Actress in a Supporting Role",1,"Mary Steenburgen",NA,"Melvin and Howard",NA,"tt0081150","1980","95 min"
"1980",53,"Writing (Screenplay Written Directly for the Screen)",1,"Bo Goldman",NA,"Melvin and Howard",NA,"tt0081150","1980","95 min"
"1980",53,"Foreign Language Film",1,"Union of Soviet Socialist Republics",NA,"Moscow Does Not Believe in Tears",NA,"tt0079579","1980","150 min"
"1980",53,"Actor in a Leading Role",1,"Robert De Niro",NA,"Raging Bull",NA,"tt0081398","1980","129 min"
"1980",53,"Film Editing",1,"Thelma Schoonmaker",NA,"Raging Bull",NA,"tt0081398","1980","129 min"
"1980",53,"Art Direction",1,"Art Direction: Pierre Guffroy, Jack Stephens",NA,"Tess",NA,"tt0080009","1979","186 min"
"1980",53,"Cinematography",1,"Geoffrey Unsworth, Ghislain Cloquet",NA,"Tess",NA,"tt0080009","1979","186 min"
"1980",53,"Costume Design",1,"Anthony Powell",NA,"Tess",NA,"tt0080009","1979","186 min"
"1980",53,"Short Film (Dramatic Live Action)",1,"Lloyd Phillips, Producer",NA,"The Dollar Bottom",NA,"tt0080643","1981","33 min"
"1980",53,"Short Film (Animated)",1,"Ferenc Rofusz, Producer",NA,"The Fly",NA,"tt0091064","1986","96 min"
"1980",53,"Short Film (Animated)",1,"Ferenc Rofusz, Producer",NA,"The Fly",NA,"tt0081040","1980","3 min"
"1981",54,"Makeup",1,"Rick Baker",NA,"An American Werewolf in London",NA,"tt0082010","1981","97 min"
"1981",54,"Music (Original Song)",1,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen","""Arthur's Theme (Best That You Can Do)""","Arthur",NA,"tt0082031","1981","97 min"
"1981",54,"Actor in a Supporting Role",1,"John Gielgud",NA,"Arthur",NA,"tt0082031","1981","97 min"
"1981",54,"Special Achievement Award (Sound Effects Editing)",1,"Raiders of the Lost Ark",NA,"Ben Burtt, Richard L. Anderson",NA,NA,NA,NA
"1981",54,"Best Picture",1,"David Puttnam, Producer",NA,"Chariots of Fire",NA,"tt0082158","1981","125 min"
"1981",54,"Costume Design",1,"Milena Canonero",NA,"Chariots of Fire",NA,"tt0082158","1981","125 min"
"1981",54,"Music (Original Score)",1,"Vangelis",NA,"Chariots of Fire",NA,"tt0082158","1981","125 min"
"1981",54,"Writing (Screenplay Written Directly for the Screen)",1,"Colin Welland",NA,"Chariots of Fire",NA,"tt0082158","1981","125 min"
"1981",54,"Documentary (Short Subject)",1,"Nigel Noble, Producer",NA,"Close Harmony",NA,"tt0082187","1981","30 min"
"1981",54,"Short Film (Animated)",1,"Frédéric Back, Producer",NA,"Crac",NA,"tt0082209","1980","15 min"
"1981",54,"Documentary (Feature)",1,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",NA,"Genocide",NA,"tt0082443","1982","90 min"
"1981",54,"Foreign Language Film",1,"Hungary",NA,"Mephisto",NA,"tt0082736","1981","144 min"
"1981",54,"Actor in a Leading Role",1,"Henry Fonda",NA,"On Golden Pond",NA,"tt0082846","1981","109 min"
"1981",54,"Actress in a Leading Role",1,"Katharine Hepburn",NA,"On Golden Pond",NA,"tt0082846","1981","109 min"
"1981",54,"Writing (Screenplay Based on Material from Another Medium)",1,"Ernest Thompson",NA,"On Golden Pond",NA,"tt0082846","1981","109 min"
"1981",54,"Art Direction",1,"Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford",NA,"Raiders of the Lost Ark",NA,NA,NA,NA
"1981",54,"Film Editing",1,"Michael Kahn",NA,"Raiders of the Lost Ark",NA,NA,NA,NA
"1981",54,"Sound",1,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",NA,"Raiders of the Lost Ark",NA,NA,NA,NA
"1981",54,"Visual Effects",1,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",NA,"Raiders of the Lost Ark",NA,NA,NA,NA
"1981",54,"Actress in a Supporting Role",1,"Maureen Stapleton",NA,"Reds",NA,"tt0082979","1981","195 min"
"1981",54,"Cinematography",1,"Vittorio Storaro",NA,"Reds",NA,"tt0082979","1981","195 min"
"1981",54,"Directing",1,"Warren Beatty",NA,"Reds",NA,"tt0082979","1981","195 min"
"1981",54,"Short Film (Live Action)",1,"Paul Kemp and Shelley Levinson, Producers",NA,"Violet",NA,"tt0083293","1982","31 min"
"1982",55,"Short Film (Live Action)",1,"Christine Oestreicher, Producer",NA,"A Shocking Accident",NA,"tt0084672","1982","25 min"
"1982",55,"Music (Original Song)",1,"Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings","""Up Where We Belong""","An Officer and a Gentleman",NA,"tt0084434","1982","124 min"
"1982",55,"Actor in a Supporting Role",1,"Louis Gossett, Jr.",NA,"An Officer and a Gentleman",NA,"tt0084434","1982","124 min"
"1982",55,"Documentary (Short Subject)",1,"Edward Le Lorrain and Terri Nash, Producers",NA,"If You Love This Planet",NA,"tt0084118","1982","26 min"
"1982",55,"Documentary (Feature)",1,"John Zaritsky, Producer",NA,"Just Another Missing Kid",NA,NA,NA,NA
"1982",55,"Writing (Screenplay Based on Material from Another Medium)",1,"Costa-Gavras, Donald Stewart",NA,"Missing",NA,"tt0084335","1982","122 min"
"1982",55,"Makeup",1,"Sarah Monzani, Michèle Burke",NA,"Quest for Fire",NA,"tt0082484","1981","100 min"
"1982",55,"Actress in a Leading Role",1,"Meryl Streep",NA,"Sophie's Choice",NA,"tt0084707","1982","150 min"
"1982",55,"Short Film (Animated)",1,"Zbigniew Rybczynski, Producer",NA,"Tango",NA,"tt0084764","1981","8 min"
"1982",55,"Actress in a Supporting Role",1,"Jessica Lange",NA,"Tootsie",NA,"tt0084805","1982","116 min"
"1982",55,"Music (Original Song Score and Its Adaptation -Or- Adaptation Score)",1,"Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini",NA,"Victor/Victoria",NA,NA,NA,NA
"1982",55,"Foreign Language Film",1,"Spain",NA,"Volver a Empezar ('To Begin Again')",NA,NA,NA,NA
"1983",56,"Short Film (Live Action)",1,"Janice L. Platt, Producer",NA,"Boys and Girls",NA,"tt0083688","1983","22 min"
"1983",56,"Art Direction",1,"Anna Asp",NA,"Fanny & Alexander",NA,NA,NA,NA
"1983",56,"Cinematography",1,"Sven Nykvist",NA,"Fanny & Alexander",NA,NA,NA,NA
"1983",56,"Costume Design",1,"Marik Vos",NA,"Fanny & Alexander",NA,NA,NA,NA
"1983",56,"Foreign Language Film",1,"Sweden",NA,"Fanny & Alexander",NA,NA,NA,NA
"1983",56,"Documentary (Short Subject)",1,"Cynthia Scott and Adam Symansky, Producers",NA,"Flamenco at 5:15",NA,"tt0085548","1983","29 min"
"1983",56,"Music (Original Song)",1,"Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara","""Flashdance...What A Feeling""","Flashdance",NA,"tt0085549","1983","95 min"
"1983",56,"Documentary (Feature)",1,"Emile Ardolino, Producer",NA,"He Makes Me Feel Like Dancin'",NA,"tt0085655","1983","51 min"
"1983",56,"Special Achievement Award (Visual Effects)",1,"Return of the Jedi",NA,"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",NA,NA,NA,NA
"1983",56,"Short Film (Animated)",1,"Jimmy Picker, Producer",NA,"Sundae in New York",NA,"tt0086388","1983","4 min"
"1983",56,"Actor in a Leading Role",1,"Robert Duvall",NA,"Tender Mercies",NA,"tt0086423","1983","92 min"
"1983",56,"Writing (Screenplay Written Directly for the Screen)",1,"Horton Foote",NA,"Tender Mercies",NA,"tt0086423","1983","92 min"
"1983",56,"Film Editing",1,"Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf",NA,"The Right Stuff",NA,"tt0086197","1983","193 min"
"1983",56,"Music (Original Score)",1,"Bill Conti",NA,"The Right Stuff",NA,"tt0086197","1983","193 min"
"1983",56,"Sound",1,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",NA,"The Right Stuff",NA,"tt0086197","1983","193 min"
"1983",56,"Sound Effects Editing",1,"Jay Boekelheide",NA,"The Right Stuff",NA,"tt0086197","1983","193 min"
"1983",56,"Actress in a Supporting Role",1,"Linda Hunt",NA,"The Year of Living Dangerously",NA,"tt0086617","1982","115 min"
"1983",56,"Music (Original Song Score or Adaptation Score)",1,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",NA,"Yentl",NA,"tt0086619","1983","133 min"
"1984",57,"Actress in a Supporting Role",1,"Peggy Ashcroft",NA,"A Passage to India",NA,"tt0087892","1984","164 min"
"1984",57,"Music (Original Score)",1,"Maurice Jarre",NA,"A Passage to India",NA,"tt0087892","1984","164 min"
"1984",57,"Short Film (Animated)",1,"Jon Minnis, Producer",NA,"Charade",NA,"tt0087040","1984","5 min"
"1984",57,"Foreign Language Film",1,"Switzerland",NA,"Dangerous Moves",NA,"tt0087144","1984","100 min"
"1984",57,"Visual Effects",1,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",NA,"Indiana Jones and the Temple of Doom",NA,"tt0087469","1984","118 min"
"1984",57,"Special Achievement Award (Sound Effects Editing)",1,"The River",NA,"Kay Rose",NA,NA,NA,NA
"1984",57,"Actress in a Leading Role",1,"Sally Field",NA,"Places in the Heart",NA,"tt0087921","1984","111 min"
"1984",57,"Writing (Screenplay Written Directly for the Screen)",1,"Robert Benton",NA,"Places in the Heart",NA,"tt0087921","1984","111 min"
"1984",57,"Music (Original Song Score)",1,"Prince",NA,"Purple Rain",NA,"tt0087957","1984","111 min"
"1984",57,"Actor in a Supporting Role",1,"Haing S. Ngor",NA,"The Killing Fields",NA,"tt0087553","1984","141 min"
"1984",57,"Cinematography",1,"Chris Menges",NA,"The Killing Fields",NA,"tt0087553","1984","141 min"
"1984",57,"Film Editing",1,"Jim Clark",NA,"The Killing Fields",NA,"tt0087553","1984","141 min"
"1984",57,"Documentary (Short Subject)",1,"Marjorie Hunt and Paul Wagner, Producers",NA,"The Stone Carvers",NA,"tt0088177","1984","30 min"
"1984",57,"Documentary (Feature)",1,"Robert Epstein and Richard Schmiechen, Producers",NA,"The Times of Harvey Milk",NA,"tt0088275","1984","90 min"
"1984",57,"Music (Original Song)",1,"Music and Lyric by Stevie Wonder","""I Just Called To Say I Love You""","The Woman in Red",NA,"tt0088414","1984","87 min"
"1984",57,"Short Film (Live Action)",1,"Mike Hoover, Producer",NA,"Up",NA,"tt1049413","2009","96 min"
"1984",57,"Short Film (Live Action)",1,"Mike Hoover, Producer",NA,"Up",NA,"tt0088332","1985","14 min"
"1985",58,"Short Film (Animated)",1,"Cilia Van Dijk, Producer",NA,"Anna & Bella",NA,"tt0088725","1984","8 min"
"1985",58,"Sound Effects Editing",1,"Charles L. Campbell, Robert Rutledge",NA,"Back to the Future",NA,"tt0088763","1985","116 min"
"1985",58,"Documentary (Feature)",1,"Maria Florio and Victoria Mudd, Producers",NA,"Broken Rainbow",NA,"tt0088857","1985","70 min"
"1985",58,"Actor in a Supporting Role",1,"Don Ameche",NA,"Cocoon",NA,"tt0088933","1985","117 min"
"1985",58,"Visual Effects",1,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",NA,"Cocoon",NA,"tt0088933","1985","117 min"
"1985",58,"Actor in a Leading Role",1,"William Hurt",NA,"Kiss of the Spider Woman",NA,"tt0089424","1985","120 min"
"1985",58,"Makeup",1,"Michael Westmore, Zoltan Elek",NA,"Mask",NA,"tt0089560","1985","120 min"
"1985",58,"Short Film (Live Action)",1,"Jeff Brown and Chris Pelzer, Producers",NA,"Molly's Pilgrim",NA,"tt0089612","1987","24 min"
"1985",58,"Actress in a Supporting Role",1,"Anjelica Huston",NA,"Prizzi's Honor",NA,"tt0089841","1985","130 min"
"1985",58,"Costume Design",1,"Emi Wada",NA,"Ran",NA,"tt0089881","1985","162 min"
"1985",58,"Foreign Language Film",1,"Argentina",NA,"The Official Story",NA,"tt0089276","1985","112 min"
"1985",58,"Actress in a Leading Role",1,"Geraldine Page",NA,"The Trip to Bountiful",NA,"tt0090203","1985","108 min"
"1985",58,"Music (Original Song)",1,"Music and Lyric by Lionel Richie","""Say You, Say Me""","White Nights",NA,"tt0090319","1985","136 min"
"1985",58,"Film Editing",1,"Thom Noble",NA,"Witness",NA,"tt0090329","1985","112 min"
"1985",58,"Writing (Screenplay Written Directly for the Screen)",1,"Screenplay by Earl W. Wallace, William Kelley; Story by William Kelley, Pamela Wallace, Earl W. Wallace",NA,"Witness",NA,"tt0090329","1985","112 min"
"1985",58,"Documentary (Short Subject)",1,"David Goodman, Producer",NA,"Witness to War: Dr. Charlie Clements",NA,"tt0090330","1985","29 min"
"1986",59,"Music (Original Score)",1,"Herbie Hancock",NA,"'Round Midnight",NA,"tt0090557","1986","133 min"
"1986",59,"Short Film (Animated)",1,"Linda Van Tulden and Willem Thijssen, Producers",NA,"A Greek Tragedy",NA,"tt0091152","1985","7 min"
"1986",59,"Art Direction",1,"Art Direction: Gianni Quaranta, Brian Ackland-Snow; Set Decoration: Brian Savegar, Elio Altamura",NA,"A Room with a View",NA,"tt0091867","1985","117 min"
